species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,iucn_category,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,ocean,basin,food_i,food_mode,temp_min,temp_max,climate,body_shape_i,temp_cons,sp_richness,circadian,dev_place,longevity_wild,temp_preferred,fecundity_mean,oxygen_cons,temp_range
Lutjanus griseus,Lutjanidae,2207500,habitat_reef,reef-associated,89,grey snapper,1831.695549,0.328631033,4.23,Actinopteri,LC,0.048,0.048,4.477796392,0.021204,0.205679372,0.145837,0.063901418,33.35153056,32.4,0.145837,32.4,-1,2,2,2: low/mid,2,266,Lutjanus,Eupercaria/misc,Atlantic,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,113,nocturnal,planktonic,21,26.727272727272727,2885045.223853211,190,9.5
Lutjanus guttatus,Lutjanidae,542500,habitat_reef,reef-associated,80,NA,983.5538908,0.369622858,4.04,Actinopteri,LC,0.029410133,0.029410133,4.17,0.003348104,0.364,NA,0.063965598,28.32266857,24.15,0.063965598,24.15,-2,1,4,1: mid/low,1,152,Lutjanus,Eupercaria/misc,Pacific,East,"detritus, nekton, zoobenthos",generalist,NA,NA,"Subtropical, tropical",fusiform / normal,NA,113,NA,planktonic,26.42105263157895,26.727272727272727,2885045.223853211,190,9.5
Lutjanus johnii,Lutjanidae,11712500,habitat_reef,reef-associated,97,NA,40553.99237,0.365000513,4.2,Actinopteri,LC,0.027348309,0.027348309,39.83,0.004257833,3.954427898,NA,0.149873949,38.32891148,NA,0.149873949,38.32891148,-1,2,2,2: low/mid,2,264,Lutjanus,Eupercaria/misc,"Indian Ocean, Pacific",Both,"detritus, nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,113,NA,planktonic,26.42105263157895,28,2885045.223853211,190,9.5
Lutjanus kasmira,Lutjanidae,12822500,habitat_reef,reef-associated,40,NA,40.45108344,0.454178194,3.87,Actinopteri,LC,0.060991803,0.060991803,23.22898081,5.13e-4,0.32,NA,0.084382752,30.48629937,31,0.084382752,31,-2,2,2,2: low/mid,2,156,Lutjanus,Eupercaria/misc,"Atlantic, Indian Ocean, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,20,28,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,113,diurnal,planktonic,26.42105263157895,27,2885045.223853211,190,8
Lutjanus malabaricus,Lutjanidae,10885000,habitat_reef,reef-associated,100,NA,2714.095459,0.299989449,4.48,Actinopteri,NA,0.040637322,0.040637322,359.0771463,0.007726488,1.779346088,NA,0.14286951,38.92841282,NA,0.14286951,38.92841282,-1,2,2,2: low/mid,2,162,Lutjanus,Eupercaria/misc,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,113,nocturnal,planktonic,31,27,2885045.223853211,190,9.5
Lutjanus peru,Lutjanidae,502500,habitat_reef,reef-associated,95,NA,3033.722169,0.268598097,4.033372459,Actinopteri,LC,0.025016,0.025016,8.5,0.004257833,0.190553387,NA,0.066168724,39.29171518,NA,0.066168724,39.29171518,-2,2,2,2: low/mid,2,170,Lutjanus,Eupercaria/misc,Pacific,East,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, tropical",fusiform / normal,NA,113,NA,planktonic,26.42105263157895,26.727272727272727,2885045.223853211,190,9.5
Lutjanus purpureus,Lutjanidae,1527500,habitat_reef,demersal,100,NA,50541.7241,0.307978176,3.58,Actinopteri,NA,0.025016,0.025016,4.477796392,0.004257833,0.040637322,NA,0.072108601,48.35374909,NA,0.072108601,48.35374909,-2,2,2,2: low/mid,2,171,Lutjanus,Eupercaria/misc,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, tropical",fusiform / normal,NA,113,NA,planktonic,18,27,2885045.223853211,190,9.5
Lutjanus quinquelineatus,Lutjanidae,9740000,habitat_reef,reef-associated,38,NA,1784.884776,0.326846869,3.68,Actinopteri,LC,0.218337659,0.218337659,8.5,0.006904422,1.699264547,NA,0.046080624,37.28664875,NA,0.046080624,37.28664875,-2,2,2,2: low/mid,2,172,Lutjanus,Eupercaria/misc,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,113,NA,planktonic,31,27,2885045.223853211,190,9.5
Lutjanus synagris,Lutjanidae,3455000,habitat_reef,reef-associated,60,NA,28340.63155,0.66052967,3.82,Actinopteri,NT,0.3026,0.3026,77.88114116,0.021204,0.77,NA,0.08611297,32.8806261,23.87,0.08611297,23.87,-2,1,4,1: mid/low,1,181,Lutjanus,Eupercaria/misc,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, tropical, Tropical",fusiform / normal,NA,113,nocturnal,planktonic,10,26,2885045.223853211,190,9.5
Lutjanus vivanus,Lutjanidae,2635000,habitat_reef,reef-associated,83,NA,230.3172043,0.251652933,3.09,Actinopteri,LC,0.060991803,0.060991803,9.919689167,0.025016,0.469069439,NA,0.064495525,37.20471873,NA,0.064495525,37.20471873,-2,2,2,2: low/mid,2,185,Lutjanus,Eupercaria/misc,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, tropical",fusiform / normal,NA,113,nocturnal,planktonic,26.42105263157895,26.727272727272727,2885045.223853211,190,9.5
Macrodon ancylodon,Sciaenidae,1177500,habitat_coastal,demersal,45,NA,49574.92161,0.61741782,3.921302776,Actinopteri,LC,0.222006046,0.222006046,77.88114116,0.021204,0.419377278,NA,0.075842946,35.99894934,NA,0.075842946,35.99894934,-2,2,2,2: low/mid,2,417,Macrodon,Eupercaria/misc,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,286,NA,2002-03-26T00:00:00Z,15.226086958594944,25,2885045.223853211,525.6001112222223,7.125
Macrourus berglax,Macrouridae,2517500,habitat_deep,benthopelagic,110,NA,11489.68524,0.087752099,3.837250514,Actinopteri,NA,0.029410133,0.029410133,220.625,0.004257833,0.25,NA,0.066885689,49.067034,NA,0.066885689,49.067034,-2,2,2,2: low/mid,2,331,Macrourus,Gadiformes,Atlantic,Both,"nekton, zoobenthos, zooplankton",generalist,0,4,"boreal, polar, Subtropical, temperate",elongated,NA,377,NA,2002-03-26T00:00:00Z,25,2,2885045.223853211,4.417,4
Macrourus carinatus,Macrouridae,1895000,habitat_deep,bathydemersal,100,NA,51584.77013,0.130908793,3.734519971,Actinopteri,NA,0.025016,0.025016,8.5,0.0034,0.233633077,NA,0.070039016,49.37482461,NA,0.070039016,49.37482461,-2,2,2,2: low/mid,2,7137,Macrourus,Gadiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"polar, Subtropical, temperate, tropical, Tropical",elongated,NA,377,NA,2002-03-26T00:00:00Z,19,9,2885045.223853211,4.417,4
Macrourus whitsoni,Macrouridae,31287500,habitat_deep,bathypelagic,84,NA,787.8156811,0.130908793,3.519719745,Actinopteri,NA,8.5,8.5,91382,0.027348309,23.22898081,NA,2.729630392,45.84871078,NA,2.729630392,45.84871078,0,2,6,5: mid/mid,5,7139,Macrourus,Gadiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"polar, Subtropical, temperate, Tropical",elongated,NA,377,NA,2002-03-26T00:00:00Z,22,-1,2885045.223853211,4.417,4
Makaira nigricans,Istiophoridae,191340000,hms,pelagic oceanic,500,blue marlin,135732.0485,0.267854308,4.49,Actinopteri,VU,28773,28773,537466.5429,39.83,119173.5,28773,4226.441077,35.37365082,NA,28773,35.37365082,4,2,3,6: high/mid,6,216,Makaira,Carangiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,22,31,"subtropical, Subtropical, temperate, Temperate, tropical",elongated,NA,11,diurnal,planktonic,28,27,2885045.223853211,NA,9
Malacanthus plumieri,Malacanthidae,2252500,habitat_benthic,reef-associated,70,NA,4.481635119,0.401639123,3.71,Actinopteri,LC,0.060991803,0.060991803,3.790022135,0.02094379,0.364,NA,0.050159957,44.75129004,NA,0.050159957,44.75129004,-2,2,2,2: low/mid,2,3541,Malacanthus,Eupercaria/misc,Atlantic,Both,zoobenthos,specialist,NA,NA,"subtropical, Subtropical, tropical, Tropical",elongated,NA,16,NA,2002-03-26T00:00:00Z,NA,NA,2885045.223853211,NA,6
Mallotus villosus,Osmeridae,13647500,migratory,pelagic oceanic,20,NA,7400552.68,0.138113299,3.15,Actinopteri,NA,0.04451615,0.04451615,119173.5,8.13e-6,39.83,NA,0.339317344,106.2172937,150,0.339317344,150,-1,5,9,4: mid/veryhigh,4,252,Mallotus,Osmeriformes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate, Temperate",elongated,NA,15,NA,planktonic,10,3,2885045.223853211,NA,12.3
Megalaspis cordyla,Carangidae,10982500,pelagic oceanic,reef-associated,80,NA,323579.9364,0.855472818,3.930641917,Actinopteri,LC,0.190553387,0.190553387,77.88114116,0.004257833,8.5,NA,0.205256812,32.99592378,NA,0.205256812,32.99592378,-1,2,2,2: low/mid,2,384,Megalaspis,Carangiformes,"Atlantic, Indian Ocean, Pacific",Both,"detritus, nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,2002-03-26T00:00:00Z,20.363636363636363,27,224539.33333333334,6715.0254549090905,5.222222222222222
Megalops atlanticus,Megalopidae,3672500,migratory,reef-associated,250,atlantic tarpon,27873.80277,0.14988181,4.5,Actinopteri,VU,0.524649642,0.524649642,28773,0.022602017,7.78,0.75925,0.313192697,49.21378426,NA,0.75925,49.21378426,-1,2,2,2: low/mid,2,1079,Megalops,Elopiformes,"Atlantic, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,10,40,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,2,NA,planktonic,55,26,2885045.223853211,NA,30
Megalops cyprinoides,Megalopidae,11922500,habitat_coastal,benthopelagic,150,NA,12359.30533,0.219631114,3.48,Actinopteri,DD,0.027348309,0.027348309,77.88114116,0.003804817,8.5,NA,0.312991315,38.92015028,NA,0.312991315,38.92015028,-1,2,2,2: low/mid,2,227,Megalops,Elopiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,2,diurnal,planktonic,44,28,2885045.223853211,NA,30
Melanogrammus aeglefinus,Gadidae,2797500,migratory,demersal,112,NA,589371.633,0.301691966,4.03,Actinopteri,VU,0.04451615,0.04451615,39.83,0.021204,0.631142013,NA,0.071000962,85.65338812,141,0.071000962,141,-2,5,9,4: mid/veryhigh,4,1381,Melanogrammus,Gadiformes,Atlantic,Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, Subtropical, temperate, Temperate",fusiform / normal,10,22,NA,planktonic,20,6,2885045.223853211,168.5,9.333333333333334
Mene maculata,Menidae,6955000,habitat_reef,reef-associated,30,NA,161394.3581,0.681372715,3.501041464,Actinopteri,NA,0.0013065,0.0013065,42.10249306,8.13e-6,0.3026,NA,0.011040326,33.25884279,NA,0.011040326,33.25884279,-2,2,2,2: low/mid,2,390,Mene,Carangaria/misc,"Indian Ocean, Pacific",Both,"zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,1,NA,planktonic,NA,28,2885045.223853211,NA,NA
Menidia menidia,Atherinopsidae,912500,habitat_coastal,pelagic neritic,15,NA,1323.357543,0.883068984,3.19,Actinopteri,LC,0.020686774,0.020686774,1.207703124,8.13e-6,0.32,NA,0.010364537,37.2979696,35,0.010364537,35,-2,2,2,2: low/mid,2,339,Menidia,Atheriniformes,Atlantic,West,,specialist,1.39999997615814,32.5999984741211,"boreal, subtropical, Subtropical, temperate, Temperate",elongated,NA,113,NA,2002-03-26T00:00:00Z,2,9,2885045.223853211,NA,31.199998497962962
Menticirrhus littoralis,Sciaenidae,2402500,habitat_coastal,demersal,48.29999924,NA,7736.086232,0.552421971,3.92,Actinopteri,LC,0.222006046,0.222006046,10.48565514,0.0346521,0.419377278,NA,0.067397604,27.56704792,NA,0.067397604,27.56704792,-2,1,4,1: mid/low,1,411,Menticirrhus,Eupercaria/misc,Atlantic,West,zoobenthos,specialist,NA,NA,"subtropical, Subtropical, tropical, Tropical",fusiform / normal,NA,286,NA,planktonic,8,26,2885045.223853211,525.6001112222223,7.125
Menticirrhus saxatilis,Sciaenidae,1627500,habitat_coastal,demersal,46,NA,390.503342,0.497880502,3.56,Actinopteri,LC,0.32,0.32,0.77,0.049784973,0.419377278,NA,0.059252168,28.16529082,NA,0.059252168,28.16529082,-2,1,4,1: mid/low,1,410,Menticirrhus,Eupercaria/misc,Atlantic,West,,specialist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical",fusiform / normal,NA,286,NA,planktonic,8,25,2885045.223853211,525.6001112222223,7.125
Merlangius merlangus,Gadidae,2155000,migratory,benthopelagic,91.5,NA,283963.7216,0.396282595,4.36,Actinopteri,LC,0.048,0.048,25.84512199,0.015758747,0.25,NA,0.07895201,30.74615028,NA,0.07895201,30.74615028,-2,2,2,2: low/mid,2,29,Merlangius,Gadiformes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate",fusiform / normal,NA,22,NA,planktonic,20,11,2885045.223853211,121.0634536097561,9.333333333333334
Merluccius albidus,Merlucciidae,1745000,pelagic oceanic,bathydemersal,40.59999847,NA,93.99764124,0.365328316,3.43,Actinopteri,LC,0.218337659,0.218337659,69.37218463,0.029410133,0.419377278,NA,0.056058997,35.71869356,NA,0.056058997,35.71869356,-2,2,2,2: low/mid,2,1080,Merluccius,Gadiformes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate, Temperate, tropical",fusiform / normal,NA,17,nocturnal,planktonic,18.2,22,2885045.223853211,NA,NA
Merluccius australis,Merlucciidae,1232500,migratory,benthopelagic,155,NA,458081.8423,0.056425285,4.434955491,Actinopteri,NA,0.048,0.048,91382,0.014020895,5.695840588,NA,0.183540499,56.26501974,NA,0.183540499,56.26501974,-1,2,2,2: low/mid,2,322,Merluccius,Gadiformes,"Atlantic, Indian Ocean, Pacific",Both,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate, Tropical",elongated,NA,17,NA,planktonic,30,9,2885045.223853211,NA,NA
Merluccius bilinearis,Merlucciidae,925000,migratory,demersal,76,NA,492540.1862,0.154190389,4.49,Actinopteri,NT,0.048,0.048,126.7550727,0.017030769,0.390708752,NA,0.072367479,39.3400835,NA,0.072367479,39.3400835,-2,2,2,2: low/mid,2,323,Merluccius,Gadiformes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, Temperate, tropical",elongated,NA,17,NA,planktonic,12,7,2885045.223853211,NA,NA
Merluccius capensis,Merlucciidae,535000,migratory,bathydemersal,140,NA,5521057.483,0.137980456,3.902624496,Actinopteri,LC,0.040637322,0.040637322,69.37218463,0.0034,1.687361105,NA,0.171831982,69.73397761,NA,0.171831982,69.73397761,-1,3,8,3: mid/high,3,1828,Merluccius,Gadiformes,"Atlantic, Indian Ocean",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, tropical, Tropical",elongated,NA,17,NA,planktonic,18.2,17,2885045.223853211,NA,NA
Merluccius hubbsi,Merlucciidae,1412500,migratory,benthopelagic,95,NA,4226135.199,0.227029036,4.229494405,Actinopteri,NA,0.04451615,0.04451615,4.17,0.014020895,0.145837,NA,0.065453045,45.42632497,NA,0.065453045,45.42632497,-2,2,2,2: low/mid,2,325,Merluccius,Gadiformes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate, tropical",elongated,NA,17,NA,planktonic,18.2,12,2885045.223853211,NA,NA
Merluccius merluccius,Merlucciidae,2487500,habitat_deep,demersal,140,NA,185465.2204,0.310269594,4.42,Actinopteri,LC,0.048,0.048,359.0771463,0.014020895,7.78,NA,0.189661969,34.48362057,NA,0.189661969,34.48362057,-1,2,2,2: low/mid,2,30,Merluccius,Gadiformes,"Atlantic, Mediterranean and Black Sea",East,"detritus, nekton, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate, Temperate",elongated,NA,17,nocturnal,planktonic,20,19,2885045.223853211,NA,NA
Merluccius polli,Merlucciidae,630000,habitat_deep,bathydemersal,80,NA,13025.87948,0.234269326,4.481651192,Actinopteri,LC,0.04451615,0.04451615,9.398965353,0.014020895,0.25,NA,0.069414081,32.92391413,NA,0.069414081,32.92391413,-2,2,2,2: low/mid,2,327,Merluccius,Gadiformes,Atlantic,East,nekton,specialist,NA,NA,"subtropical, Subtropical, tropical",elongated,NA,17,NA,planktonic,18.2,25,2885045.223853211,NA,NA
Merluccius productus,Merlucciidae,960000,migratory,pelagic neritic,91,NA,7061680.778,0.12010337,4.35,Actinopteri,LC,0.04451615,0.04451615,42.10249306,0.014020895,0.25,NA,0.0622539,90.33298378,88,0.0622539,88,-2,3,8,3: mid/high,3,326,Merluccius,Gadiformes,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, Subtropical, temperate",elongated,NA,17,nocturnal,planktonic,16,14,2885045.223853211,NA,NA
Merluccius senegalensis,Merlucciidae,47500,migratory,demersal,81,NA,301939.4071,0.196314064,4.481651192,Actinopteri,EN,0.003297,0.003297,17.69213122,6.45e-6,0.145837,NA,0.011692714,29.48063558,NA,0.011692714,29.48063558,-2,1,4,1: mid/low,1,321,Merluccius,Gadiformes,Atlantic,East,nekton,specialist,NA,NA,"subtropical, Subtropical, tropical",elongated,NA,17,NA,planktonic,18.2,20,2885045.223853211,NA,NA
Meuschenia scaber,Monacanthidae,1115000,habitat_coastal,demersal,31,NA,1370.926443,1.031915321,3.11,Actinopteri,LC,0.020686774,0.020686774,1.207703124,8.13e-6,0.32,NA,0.010421266,37.05345758,NA,0.010421266,37.05345758,-2,2,2,2: low/mid,2,13139,Meuschenia,Tetraodontiformes,"Indian Ocean, Pacific",Both,,specialist,NA,NA,"subtropical, Subtropical, temperate, Tropical",short and / or deep,NA,107,NA,2002-03-26T00:00:00Z,9,15,2885045.223853211,486,NA
Microgadus tomcod,Gadidae,632500,habitat_coastal,demersal,38.09999847,NA,1410.13149,0.46107757,3.837250514,Actinopteri,LC,0.3026,0.3026,4.17,0.025016,0.419377278,NA,0.046911031,28.13631943,NA,0.046911031,28.13631943,-2,1,4,1: mid/low,1,316,Microgadus,Gadiformes,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"boreal, Subtropical, temperate, Temperate",elongated,NA,22,NA,planktonic,13.857142857142858,7,2885045.223853211,121.0634536097561,9.333333333333334
Micromesistius australis,Gadidae,1522500,migratory,benthopelagic,90,NA,1601295.203,0.138834909,3.398310921,Actinopteri,NA,0.04451615,0.04451615,69.37218463,0.025016,0.524649642,NA,0.068371061,59.17493886,NA,0.068371061,59.17493886,-2,2,2,2: low/mid,2,320,Micromesistius,Gadiformes,"Atlantic, Pacific",Both,"zoobenthos, zooplankton",generalist,NA,NA,"polar, Subtropical, temperate",elongated,NA,22,NA,planktonic,20,9,2885045.223853211,121.0634536097561,9.333333333333334
Micromesistius poutassou,Gadidae,11370000,migratory,bathypelagic,55.5,NA,2238132.139,0.264956898,4.13,Actinopteri,NA,0.04451615,0.04451615,39.83,0.007726488,5.953570357,NA,0.128679801,36.73270658,7.75,0.128679801,7.75,-1,1,4,1: mid/low,1,31,Micromesistius,Gadiformes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate, Temperate",elongated,NA,22,nocturnal,planktonic,20,14,2885045.223853211,121.0634536097561,9.333333333333334
Micropogonias furnieri,Sciaenidae,2195000,habitat_coastal,demersal,60,NA,227203.5195,0.541310594,3.09,Actinopteri,LC,0.222006046,0.222006046,5.523838677,0.025016,0.77,NA,0.074223515,36.18331935,NA,0.074223515,36.18331935,-2,2,2,2: low/mid,2,7620,Micropogonias,Eupercaria/misc,Atlantic,West,"detritus, nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,286,NA,planktonic,7,22,2885045.223853211,869.40002,7.125
Micropogonias undulatus,Sciaenidae,2317500,habitat_coastal,demersal,55,NA,44582.67097,0.873782776,4.014694179,Actinopteri,LC,0.025016,0.025016,69.37218463,0.003804817,0.469069439,NA,0.084485641,37.65907527,NA,0.084485641,37.65907527,-2,2,2,2: low/mid,2,408,Micropogonias,Eupercaria/misc,Atlantic,Both,zooplankton,specialist,NA,NA,"Subtropical, temperate, tropical, Tropical",fusiform / normal,25,286,NA,planktonic,5,25,2885045.223853211,869.40002,7.125
Microstomus kitt,Pleuronectidae,1532500,habitat_benthic,demersal,65,NA,286647.3621,0.12105525,3.276902098,Actinopteri,NA,0.04451615,0.04451615,8.5,0.017712,0.469069439,NA,0.057167102,63.98545434,NA,0.057167102,63.98545434,-2,3,8,3: mid/high,3,1382,Microstomus,Pleuronectiformes,Atlantic,Both,zoobenthos,specialist,NA,NA,"boreal, polar, Subtropical, temperate",short and / or deep,10,67,NA,planktonic,23,4,2885045.223853211,90.71833333333333,6.84999996026357
Microstomus pacificus,Pleuronectidae,1172500,habitat_benthic,demersal,76,NA,565172.0037,0.089528983,3.22,Actinopteri,NA,0.040637322,0.040637322,8.5,0.017712,0.364,NA,0.049645653,66.9880345,NA,0.049645653,66.9880345,-2,3,8,3: mid/high,3,4247,Microstomus,Pleuronectiformes,Pacific,Both,zoobenthos,specialist,NA,NA,"boreal, polar, Subtropical, temperate",short and / or deep,NA,67,NA,planktonic,56,9,2885045.223853211,90.71833333333333,6.84999996026357
Miichthys miiuy,Sciaenidae,870000,habitat_coastal,demersal,70,NA,254347.1254,0.562138124,3.547737166,Actinopteri,NA,0.145837,0.145837,5.523838677,0.025016,0.419377278,NA,0.07770412,35.67409912,NA,0.07770412,35.67409912,-2,2,2,2: low/mid,2,4569,Miichthys,Eupercaria/misc,Pacific,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,286,NA,planktonic,15.226086958594944,22,2885045.223853211,525.6001112222223,7.125
Molva dypterygia,Lotidae,2642500,habitat_benthic,demersal,155,NA,190950.5942,0.12236097,4.49,Actinopteri,NA,0.04451615,0.04451615,28773,0.003297,0.764606108,NA,0.165784608,54.109158,NA,0.165784608,54.109158,-1,2,2,2: low/mid,2,1383,Molva,Gadiformes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate, Temperate",elongated,NA,5,NA,planktonic,20,5,2885045.223853211,73.9,14
Molva molva,Lotidae,1615000,habitat_benthic,demersal,200,NA,1109512.435,0.111647026,4.4,Actinopteri,NA,0.040637322,0.040637322,126.7550727,0.0017922,0.75925,NA,0.167673313,57.46982067,NA,0.167673313,57.46982067,-1,2,2,2: low/mid,2,33,Molva,Gadiformes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate",elongated,NA,5,NA,planktonic,25,14,2885045.223853211,73.9,14
Monotaxis grandoculis,Lethrinidae,11135000,habitat_reef,reef-associated,60,NA,113.7729425,0.551484374,3.37,Actinopteri,LC,0.060991803,0.060991803,23.36565604,0.020686774,0.568260947,NA,0.125381637,30.82227147,33.3,0.125381637,33.3,-1,2,2,2: low/mid,2,1869,Monotaxis,Eupercaria/misc,"Indian Ocean, Mediterranean and Black Sea, Pacific",Both,zoobenthos,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,41,NA,2002-03-26T00:00:00Z,19,28,80875,NA,NA
Mora moro,Moridae,56435000,deep,bathypelagic,80,NA,10677.45905,0.146467431,3.781215672,Actinopteri,LC,5.55,5.55,91382,0.025016,23.22898081,NA,2.422524587,53.38755738,NA,2.422524587,53.38755738,0,2,6,5: mid/mid,5,1734,Mora,Gadiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, Tropical",fusiform / normal,NA,108,NA,planktonic,23,24,2885045.223853211,NA,NA
Morone saxatilis,Moronidae,565000,habitat_coastal,demersal,200,striped bass,27392.2621,0.255328822,4.65,Actinopteri,LC,0.75925,0.75925,69.37218463,0.022602017,7.78,7.78,0.33395968,41.47444718,33,7.78,33,0,2,6,5: mid/mid,5,353,Morone,Eupercaria/misc,"Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,8,25,"boreal, Boreal, subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,16.931818181818183,6,NA,2002-03-26T00:00:00Z,30,20,2885045.223853211,359.13948579545456,17
Mugil cephalus,Mugilidae,15862500,habitat_coastal,benthopelagic,100,NA,609274.372,0.277257899,2.595144859,Actinopteri,LC,8.5,8.5,138546.9177,0.027348309,39.83,NA,2.827483984,53.81228278,NA,2.827483984,53.81228278,0,2,6,5: mid/mid,5,785,Mugil,Mugiliformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"detritus, plants, zoobenthos, zooplankton",generalist,8,24,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,21.178947368421053,78,diurnal,planktonic,16,26,2885045.223853211,200.32789486842105,16
Mugil curema,Mugilidae,5337500,habitat_coastal,reef-associated,91,NA,5777.702193,0.519755415,2.01,Actinopteri,LC,0.027348309,0.027348309,5.523838677,0.020686774,0.3026,NA,0.073323335,36.11530305,NA,0.073323335,36.11530305,-2,2,2,2: low/mid,2,1086,Mugil,Mugiliformes,"Atlantic, Pacific",Both,"detritus, nekton, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,20,78,NA,planktonic,16,25.5,2885045.223853211,289.15,16
Mugil liza,Mugilidae,2622500,migratory,demersal,80,NA,12098.99119,0.477722143,2.146866126,Actinopteri,DD,0.190553387,0.190553387,69.37218463,0.025016,0.631142013,NA,0.079041174,35.17740677,NA,0.079041174,35.17740677,-2,2,2,2: low/mid,2,1090,Mugil,Mugiliformes,Atlantic,West,"detritus, plants",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,78,NA,planktonic,16,25,2885045.223853211,212.44000011363636,16
